,date,geography,0-4,5-14,15-34,35-59,60-79,80plus,total
87,2020-05-27,DE,2.7142857142857144,1.4285714285714286,48.857142857142854,120.71428571428571,165.0,149.0,487.7142857142857
88,2020-05-28,DE,2.4285714285714284,0.8571428571428571,45.0,122.28571428571429,161.28571428571428,144.0,475.85714285714283
89,2020-05-29,DE,2.4285714285714284,0.5714285714285714,43.142857142857146,123.14285714285714,156.28571428571428,136.85714285714286,462.42857142857144
90,2020-05-30,DE,2.5714285714285716,0.42857142857142855,39.57142857142857,121.14285714285714,150.0,126.71428571428571,440.42857142857144
91,2020-05-31,DE,3.0,0.2857142857142857,37.142857142857146,116.57142857142857,141.42857142857142,120.57142857142857,419.0
92,2020-06-01,DE,3.142857142857143,0.42857142857142855,35.857142857142854,114.42857142857143,133.0,115.85714285714286,402.7142857142857
93,2020-06-02,DE,3.2857142857142856,0.7142857142857143,34.57142857142857,110.14285714285714,122.14285714285714,108.85714285714286,379.7142857142857
94,2020-06-03,DE,3.4285714285714284,1.0,34.42857142857143,106.42857142857143,113.71428571428571,101.28571428571429,360.2857142857143
95,2020-06-04,DE,3.142857142857143,1.2857142857142858,35.857142857142854,101.0,106.0,94.71428571428571,342.0
96,2020-06-05,DE,3.0,2.0,36.142857142857146,96.85714285714286,99.28571428571429,88.57142857142857,325.85714285714283
97,2020-06-06,DE,3.142857142857143,2.4285714285714284,37.714285714285715,95.14285714285714,94.71428571428571,84.85714285714286,318.0
98,2020-06-07,DE,3.142857142857143,3.142857142857143,39.0,95.28571428571429,91.42857142857143,80.71428571428571,312.7142857142857
99,2020-06-08,DE,3.5714285714285716,3.857142857142857,39.142857142857146,93.85714285714286,89.0,75.14285714285714,304.57142857142856
100,2020-06-09,DE,4.428571428571429,4.428571428571429,39.285714285714285,91.28571428571429,86.71428571428571,71.0,297.14285714285717
101,2020-06-10,DE,5.714285714285714,5.142857142857143,40.142857142857146,89.57142857142857,83.85714285714286,69.0,293.42857142857144
102,2020-06-11,DE,7.0,5.857142857142857,40.57142857142857,88.0,80.71428571428571,67.0,289.14285714285717
103,2020-06-12,DE,8.142857142857142,5.857142857142857,41.57142857142857,86.57142857142857,77.85714285714286,67.14285714285714,287.14285714285717
104,2020-06-13,DE,9.142857142857142,6.0,42.42857142857143,84.42857142857143,75.28571428571429,67.85714285714286,285.14285714285717
105,2020-06-14,DE,10.0,5.571428571428571,44.285714285714285,84.85714285714286,74.28571428571429,68.71428571428571,287.7142857142857
106,2020-06-15,DE,10.428571428571429,5.142857142857143,46.857142857142854,86.71428571428571,71.85714285714286,70.57142857142857,291.57142857142856
107,2020-06-16,DE,10.0,4.857142857142857,49.142857142857146,93.0,71.42857142857143,72.0,300.42857142857144
108,2020-06-17,DE,8.857142857142858,4.285714285714286,50.57142857142857,99.57142857142857,71.71428571428571,71.85714285714286,306.85714285714283
109,2020-06-18,DE,8.0,3.857142857142857,51.42857142857143,106.14285714285714,73.0,72.28571428571429,314.7142857142857
110,2020-06-19,DE,7.142857142857143,3.5714285714285716,52.142857142857146,111.28571428571429,74.57142857142857,70.42857142857143,319.14285714285717
111,2020-06-20,DE,6.142857142857143,3.5714285714285716,53.285714285714285,116.57142857142857,76.42857142857143,67.42857142857143,323.42857142857144
112,2020-06-21,DE,5.285714285714286,4.285714285714286,53.0,119.14285714285714,76.85714285714286,65.0,323.57142857142856
113,2020-06-22,DE,4.571428571428571,5.0,52.857142857142854,121.0,79.28571428571429,62.714285714285715,325.42857142857144
114,2020-06-23,DE,4.571428571428571,5.285714285714286,53.142857142857146,118.57142857142857,81.85714285714286,61.857142857142854,325.42857142857144
115,2020-06-24,DE,4.714285714285714,5.714285714285714,52.714285714285715,115.28571428571429,83.85714285714286,62.42857142857143,325.0
116,2020-06-25,DE,4.571428571428571,5.857142857142857,52.0,112.0,85.28571428571429,61.57142857142857,321.7142857142857
117,2020-06-26,DE,4.285714285714286,6.428571428571429,51.0,109.85714285714286,85.14285714285714,60.714285714285715,318.0
118,2020-06-27,DE,4.285714285714286,6.571428571428571,49.714285714285715,108.28571428571429,84.42857142857143,60.57142857142857,314.57142857142856
119,2020-06-28,DE,4.285714285714286,5.857142857142857,49.142857142857146,106.28571428571429,83.42857142857143,60.857142857142854,310.7142857142857
120,2020-06-29,DE,4.285714285714286,5.428571428571429,48.142857142857146,103.57142857142857,81.14285714285714,60.714285714285715,304.2857142857143
121,2020-06-30,DE,3.7142857142857144,5.285714285714286,46.714285714285715,103.57142857142857,76.28571428571429,59.142857142857146,295.57142857142856
122,2020-07-01,DE,3.4285714285714284,5.142857142857143,46.57142857142857,102.71428571428571,71.28571428571429,56.714285714285715,286.57142857142856
123,2020-07-02,DE,3.2857142857142856,5.142857142857143,47.285714285714285,101.28571428571429,66.57142857142857,55.57142857142857,279.7142857142857
124,2020-07-03,DE,3.2857142857142856,4.714285714285714,48.42857142857143,99.57142857142857,63.0,55.142857142857146,274.57142857142856
125,2020-07-04,DE,3.2857142857142856,4.285714285714286,49.142857142857146,97.28571428571429,59.714285714285715,53.57142857142857,267.57142857142856
126,2020-07-05,DE,3.2857142857142856,4.428571428571429,48.857142857142854,96.42857142857143,57.57142857142857,50.714285714285715,261.42857142857144
127,2020-07-06,DE,3.2857142857142856,4.142857142857143,48.42857142857143,98.0,57.857142857142854,48.142857142857146,259.85714285714283
128,2020-07-07,DE,3.7142857142857144,3.857142857142857,48.142857142857146,96.85714285714286,60.142857142857146,46.42857142857143,259.14285714285717
129,2020-07-08,DE,4.142857142857143,3.7142857142857144,45.857142857142854,96.42857142857143,63.285714285714285,44.142857142857146,257.57142857142856
130,2020-07-09,DE,4.714285714285714,3.7142857142857144,43.714285714285715,97.28571428571429,66.28571428571429,41.285714285714285,257.0
131,2020-07-10,DE,5.285714285714286,4.0,41.285714285714285,98.14285714285714,69.57142857142857,38.285714285714285,256.57142857142856
132,2020-07-11,DE,5.428571428571429,4.571428571428571,39.0,98.42857142857143,73.42857142857143,36.714285714285715,257.57142857142856
133,2020-07-12,DE,5.714285714285714,4.857142857142857,38.42857142857143,99.0,76.28571428571429,35.42857142857143,259.7142857142857
134,2020-07-13,DE,6.428571428571429,5.571428571428571,38.57142857142857,97.85714285714286,77.71428571428571,34.285714285714285,260.42857142857144
135,2020-07-14,DE,7.142857142857143,6.285714285714286,39.285714285714285,99.0,80.14285714285714,33.0,264.85714285714283
136,2020-07-15,DE,7.571428571428571,6.714285714285714,42.714285714285715,101.0,81.85714285714286,33.42857142857143,273.2857142857143
137,2020-07-16,DE,7.714285714285714,6.857142857142857,45.42857142857143,102.42857142857143,84.0,34.857142857142854,281.2857142857143
138,2020-07-17,DE,8.0,6.714285714285714,49.142857142857146,103.42857142857143,86.0,37.142857142857146,290.42857142857144
139,2020-07-18,DE,9.142857142857142,6.428571428571429,54.285714285714285,104.57142857142857,87.28571428571429,38.857142857142854,300.57142857142856
140,2020-07-19,DE,10.0,6.285714285714286,58.0,104.57142857142857,91.0,42.0,311.85714285714283
141,2020-07-20,DE,10.0,5.857142857142857,61.57142857142857,104.85714285714286,94.57142857142857,45.0,321.85714285714283
142,2020-07-21,DE,10.0,5.571428571428571,63.57142857142857,104.14285714285714,96.57142857142857,47.57142857142857,327.42857142857144
143,2020-07-22,DE,10.0,5.857142857142857,63.142857142857146,103.57142857142857,98.85714285714286,49.57142857142857,331.0
144,2020-07-23,DE,10.428571428571429,6.285714285714286,63.285714285714285,104.14285714285714,101.14285714285714,50.57142857142857,335.85714285714283
145,2020-07-24,DE,10.571428571428571,6.714285714285714,62.0,105.14285714285714,103.0,50.285714285714285,337.7142857142857
146,2020-07-25,DE,9.714285714285714,7.0,58.57142857142857,107.71428571428571,104.85714285714286,51.42857142857143,339.2857142857143
147,2020-07-26,DE,9.0,7.428571428571429,56.0,112.14285714285714,103.28571428571429,51.857142857142854,339.7142857142857
148,2020-07-27,DE,8.571428571428571,7.428571428571429,52.714285714285715,117.42857142857143,103.28571428571429,52.57142857142857,342.0
149,2020-07-28,DE,7.571428571428571,7.428571428571429,51.0,123.57142857142857,103.71428571428571,54.285714285714285,347.57142857142856
150,2020-07-29,DE,6.857142857142857,6.571428571428571,50.42857142857143,128.57142857142858,104.0,56.42857142857143,352.85714285714283
151,2020-07-30,DE,5.571428571428571,5.714285714285714,49.57142857142857,132.28571428571428,103.28571428571429,59.142857142857146,355.57142857142856
152,2020-07-31,DE,4.428571428571429,5.285714285714286,48.857142857142854,137.14285714285714,103.57142857142857,63.714285714285715,363.0
153,2020-08-01,DE,3.5714285714285716,5.0,49.142857142857146,141.57142857142858,103.0,66.71428571428571,369.0
154,2020-08-02,DE,2.7142857142857144,4.571428571428571,50.285714285714285,144.71428571428572,105.85714285714286,70.14285714285714,378.2857142857143
155,2020-08-03,DE,2.2857142857142856,4.714285714285714,52.142857142857146,146.42857142857142,106.0,73.14285714285714,384.7142857142857
156,2020-08-04,DE,2.2857142857142856,4.428571428571429,52.857142857142854,148.28571428571428,106.0,75.57142857142857,389.42857142857144
157,2020-08-05,DE,2.142857142857143,4.714285714285714,54.714285714285715,150.28571428571428,107.14285714285714,76.28571428571429,395.2857142857143
158,2020-08-06,DE,2.2857142857142856,5.0,57.142857142857146,152.42857142857142,109.14285714285714,76.71428571428571,402.7142857142857
159,2020-08-07,DE,2.5714285714285716,4.714285714285714,60.285714285714285,152.71428571428572,110.0,75.0,405.2857142857143
160,2020-08-08,DE,3.142857142857143,4.714285714285714,64.0,151.85714285714286,113.14285714285714,74.28571428571429,411.14285714285717
161,2020-08-09,DE,4.285714285714286,4.714285714285714,66.42857142857143,150.28571428571428,112.0,72.71428571428571,410.57142857142856
162,2020-08-10,DE,5.0,4.857142857142857,68.28571428571429,150.28571428571428,112.71428571428571,72.0,413.42857142857144
163,2020-08-11,DE,5.857142857142857,5.714285714285714,72.42857142857143,150.0,113.57142857142857,70.57142857142857,418.7142857142857
164,2020-08-12,DE,7.0,6.571428571428571,74.57142857142857,150.14285714285714,112.85714285714286,71.71428571428571,423.7142857142857
165,2020-08-13,DE,8.142857142857142,7.714285714285714,75.28571428571429,149.28571428571428,112.0,72.71428571428571,426.2857142857143
166,2020-08-14,DE,9.142857142857142,9.142857142857142,75.85714285714286,149.57142857142858,112.57142857142857,74.42857142857143,432.14285714285717
167,2020-08-15,DE,10.0,10.0,75.71428571428571,151.0,112.0,74.57142857142857,435.0
168,2020-08-16,DE,10.0,11.0,75.14285714285714,154.14285714285714,115.28571428571429,74.85714285714286,442.14285714285717
169,2020-08-17,DE,10.142857142857142,11.571428571428571,76.42857142857143,155.42857142857142,116.71428571428571,73.14285714285714,445.14285714285717
170,2020-08-18,DE,10.428571428571429,11.428571428571429,76.14285714285714,155.71428571428572,118.14285714285714,72.14285714285714,445.42857142857144
171,2020-08-19,DE,10.142857142857142,11.285714285714286,77.0,156.71428571428572,119.42857142857143,68.57142857142857,444.2857142857143
172,2020-08-20,DE,10.0,11.0,79.85714285714286,160.0,119.85714285714286,64.14285714285714,445.7142857142857
173,2020-08-21,DE,9.714285714285714,10.714285714285714,82.57142857142857,162.71428571428572,118.42857142857143,59.42857142857143,444.14285714285717
174,2020-08-22,DE,9.428571428571429,11.142857142857142,84.42857142857143,164.28571428571428,116.42857142857143,55.285714285714285,441.2857142857143
175,2020-08-23,DE,9.142857142857142,11.428571428571429,86.85714285714286,162.57142857142858,113.57142857142857,51.0,434.7142857142857
176,2020-08-24,DE,8.857142857142858,11.571428571428571,86.42857142857143,162.42857142857142,110.71428571428571,48.0,428.0
177,2020-08-25,DE,8.0,11.857142857142858,85.71428571428571,163.28571428571428,108.42857142857143,44.0,421.2857142857143
178,2020-08-26,DE,7.714285714285714,11.571428571428571,83.85714285714286,161.85714285714286,106.42857142857143,41.714285714285715,413.14285714285717
179,2020-08-27,DE,7.142857142857143,10.714285714285714,80.0,158.71428571428572,105.28571428571429,40.57142857142857,402.42857142857144
180,2020-08-28,DE,6.714285714285714,10.285714285714286,76.28571428571429,156.0,104.71428571428571,39.857142857142854,393.85714285714283
181,2020-08-29,DE,6.428571428571429,9.142857142857142,73.85714285714286,153.0,103.85714285714286,39.0,385.2857142857143
182,2020-08-30,DE,6.428571428571429,7.857142857142857,71.71428571428571,153.0,103.14285714285714,38.142857142857146,380.2857142857143
183,2020-08-31,DE,6.285714285714286,7.0,71.0,151.57142857142858,103.85714285714286,37.57142857142857,377.2857142857143
184,2020-09-01,DE,6.428571428571429,6.428571428571429,70.0,149.42857142857142,103.42857142857143,38.0,373.7142857142857
185,2020-09-02,DE,6.0,6.571428571428571,70.14285714285714,148.85714285714286,103.85714285714286,37.57142857142857,373.0
186,2020-09-03,DE,5.714285714285714,7.285714285714286,71.42857142857143,149.14285714285714,104.71428571428571,38.42857142857143,376.7142857142857
187,2020-09-04,DE,5.428571428571429,7.142857142857143,72.71428571428571,148.57142857142858,107.14285714285714,39.857142857142854,380.85714285714283
188,2020-09-05,DE,5.428571428571429,7.142857142857143,73.42857142857143,148.14285714285714,109.71428571428571,42.57142857142857,386.42857142857144
189,2020-09-06,DE,5.571428571428571,7.714285714285714,73.0,145.71428571428572,111.42857142857143,47.0,390.42857142857144
190,2020-09-07,DE,6.142857142857143,8.142857142857142,71.71428571428571,145.42857142857142,113.85714285714286,52.42857142857143,397.7142857142857
191,2020-09-08,DE,7.0,8.714285714285714,70.28571428571429,145.57142857142858,117.42857142857143,59.285714285714285,408.2857142857143
192,2020-09-09,DE,8.142857142857142,8.714285714285714,67.71428571428571,144.57142857142858,121.42857142857143,67.85714285714286,418.42857142857144
193,2020-09-10,DE,9.285714285714286,8.857142857142858,64.14285714285714,144.42857142857142,125.71428571428571,74.57142857142857,427.14285714285717
194,2020-09-11,DE,10.428571428571429,9.428571428571429,60.42857142857143,146.57142857142858,128.57142857142858,81.42857142857143,437.14285714285717
195,2020-09-12,DE,10.571428571428571,10.285714285714286,56.714285714285715,151.28571428571428,134.42857142857142,87.42857142857143,451.14285714285717
196,2020-09-13,DE,10.714285714285714,10.285714285714286,55.142857142857146,159.42857142857142,142.0,93.42857142857143,471.57142857142856
197,2020-09-14,DE,10.285714285714286,10.428571428571429,55.857142857142854,167.14285714285714,150.14285714285714,98.42857142857143,493.14285714285717
198,2020-09-15,DE,9.428571428571429,10.428571428571429,57.714285714285715,178.57142857142858,160.0,104.14285714285714,521.4285714285714
199,2020-09-16,DE,8.857142857142858,11.142857142857142,61.0,194.14285714285714,169.42857142857142,109.42857142857143,555.4285714285714
200,2020-09-17,DE,8.285714285714286,11.142857142857142,65.42857142857143,207.14285714285714,179.0,115.28571428571429,587.7142857142857
201,2020-09-18,DE,7.714285714285714,11.142857142857142,70.0,217.85714285714286,189.42857142857142,120.42857142857143,618.0
202,2020-09-19,DE,7.714285714285714,11.0,75.42857142857143,226.71428571428572,199.28571428571428,126.85714285714286,648.4285714285714
203,2020-09-20,DE,7.285714285714286,11.428571428571429,79.71428571428571,232.85714285714286,206.42857142857142,132.85714285714286,672.0
204,2020-09-21,DE,7.428571428571429,11.571428571428571,83.42857142857143,237.71428571428572,214.71428571428572,140.14285714285714,696.1428571428571
205,2020-09-22,DE,7.714285714285714,11.0,88.0,239.0,221.42857142857142,144.28571428571428,712.2857142857143
206,2020-09-23,DE,7.571428571428571,9.714285714285714,92.14285714285714,236.28571428571428,228.85714285714286,146.71428571428572,721.8571428571429
207,2020-09-24,DE,7.428571428571429,9.142857142857142,96.71428571428571,236.14285714285714,235.71428571428572,149.85714285714286,735.4285714285714
208,2020-09-25,DE,7.571428571428571,8.571428571428571,100.85714285714286,236.71428571428572,242.85714285714286,152.85714285714286,749.7142857142857
209,2020-09-26,DE,8.0,7.857142857142857,105.14285714285714,237.57142857142858,247.28571428571428,155.14285714285714,761.1428571428571
210,2020-09-27,DE,9.142857142857142,6.857142857142857,109.42857142857143,239.85714285714286,256.14285714285717,156.0,777.4285714285714
211,2020-09-28,DE,10.142857142857142,5.857142857142857,112.71428571428571,243.71428571428572,262.2857142857143,155.57142857142858,790.2857142857143
212,2020-09-29,DE,11.142857142857142,5.428571428571429,113.0,246.71428571428572,267.2857142857143,157.28571428571428,800.8571428571429
213,2020-09-30,DE,12.428571428571429,5.714285714285714,114.0,250.71428571428572,270.85714285714283,160.57142857142858,814.2857142857143
214,2020-10-01,DE,13.714285714285714,6.0,113.42857142857143,256.0,276.42857142857144,163.14285714285714,828.7142857142857
215,2020-10-02,DE,14.571428571428571,6.285714285714286,114.57142857142857,261.7142857142857,280.42857142857144,166.0,843.5714285714286
216,2020-10-03,DE,15.285714285714286,6.714285714285714,115.28571428571429,271.2857142857143,287.85714285714283,170.42857142857142,866.8571428571429
217,2020-10-04,DE,15.857142857142858,7.285714285714286,118.28571428571429,284.85714285714283,296.7142857142857,178.28571428571428,901.2857142857143
