Mean_MAPE,Median_MAPE,CI_low_MAPE,CI_up_MAPE,Mean_MAE,Median_MAE,CI_low_MAE,CI_up_MAE
8.1,6.71,6.77,9.43,0.54,0.36,0.39,0.68
